公司名稱,序號,官方網站,產業,員工人數,email,聯絡人名稱,來源,說明,,Scenarios,day1_title,day1_content,day7_title,day7_content,day14_title,day14_content,day30_title,day30_content,day60_title,day60_content
宏卿有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bms8i,,,Quickey_快記,,,,,,,,,,
享正實業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blsay,,,Quickey_快記,,,,,,,,,,
漢升科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/chyio3c,,,Quickey_快記,,,,,,,,,,
贏美塑膠製品股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/w2oj2tc,,,Quickey_快記,,,,,,,,,,
呈鎰金屬工藝有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blek3,,,Quickey_快記,,,,,,,,,,
金祿生技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1116f0ns,,,Quickey_快記,,,,,,,,,,
豪震科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blcbd,,,Quickey_快記,,,,,,,,,,
裕成船舶機械工程股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/11og22g8,,,Quickey_快記,,,,,,,,,,
駩鑫企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl7el,,,Quickey_快記,,,,,,,,,,
名家開發有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/13synrq8,,,Quickey_快記,,,,,,,,,,
嘉翰實業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7ihxz00,,,Quickey_快記,,,,,,,,,,
乃聲有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkw6s,,,Quickey_快記,,,,,,,,,,
和飛企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blju0,,,Quickey_快記,,,,,,,,,,
鏵甡企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/13insvs8,,,Quickey_快記,,,,,,,,,,
泰山自動門企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bigpi,,,Quickey_快記,,,,,,,,,,
海飛科股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bln1k,,,Quickey_快記,,,,,,,,,,
彰大電機工業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmwel,,,Quickey_快記,,,,,,,,,,
鴻皓國際有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bktex,,,Quickey_快記,,,,,,,,,,
輝帝企業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/a78o6qo,,,Quickey_快記,,,,,,,,,,
鼎貞企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/13twq0sg,,,Quickey_快記,,,,,,,,,,
胡連精密股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/9jbmmpc,,,Quickey_快記,,,,,,,,,,
源協鑫企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjaf6,,,Quickey_快記,,,,,,,,,,
永泰富有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmw01,,,Quickey_快記,,,,,,,,,,
元隆鍛造模具有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bki4z,,,Quickey_快記,,,,,,,,,,
峰毅企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bj53x,,,Quickey_快記,,,,,,,,,,
昌偉企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/13qmxd7k,,,Quickey_快記,,,,,,,,,,
海青塗料股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/119hc5w8,,,Quickey_快記,,,,,,,,,,
昕詮科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmwbh,,,Quickey_快記,,,,,,,,,,
科研精密機械有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkvfh,,,Quickey_快記,,,,,,,,,,
大力視自動化有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmnxi,,,Quickey_快記,,,,,,,,,,
銘詠企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl17z,,,Quickey_快記,,,,,,,,,,
世倫彩色印刷股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/azlewoo,,,Quickey_快記,,,,,,,,,,
千集鋼鐵股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/apwz5u8,,,Quickey_快記,,,,,,,,,,
群創工程企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmw8u,,,Quickey_快記,,,,,,,,,,
三優生健康事業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmwcm,,,Quickey_快記,,,,,,,,,,
浩正精密工業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blckt,,,Quickey_快記,,,,,,,,,,
增安鋼鐵工業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bi06h,,,Quickey_快記,,,,,,,,,,
慕比漾形象國際有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/cp2fhcw,,,Quickey_快記,,,,,,,,,,
東營工程有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7l9kevs,,,Quickey_快記,,,,,,,,,,
創耀金屬工程有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bhzhd,,,Quickey_快記,,,,,,,,,,
香港商生力啤有限公司台灣分公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/12sjb2m0,,,Quickey_快記,,,,,,,,,,
三通實業社,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blfxx,,,Quickey_快記,,,,,,,,,,
長安馬達有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/15bm1uxc,,,Quickey_快記,,,,,,,,,,
家誠全球數位科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl1a6,,,Quickey_快記,,,,,,,,,,
盟洲醫材科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmf5u,,,Quickey_快記,,,,,,,,,,
錦陽金屬有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjyxm,,,Quickey_快記,,,,,,,,,,
昶瑞國際股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmqhy,,,Quickey_快記,,,,,,,,,,
中華航太工業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/12p94900,,,Quickey_快記,,,,,,,,,,
鈺勝精密有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bk4m8,,,Quickey_快記,,,,,,,,,,
昇鑫精密有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/cmp3juo,,,Quickey_快記,,,,,,,,,,
三清製茶事業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmhaf,,,Quickey_快記,,,,,,,,,,
友緣企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6biv9b,,,Quickey_快記,,,,,,,,,,
騰陽環保科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bk4nn,,,Quickey_快記,,,,,,,,,,
斯壯有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/yvhctx4,,,Quickey_快記,,,,,,,,,,
進順建材股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bior1,,,Quickey_快記,,,,,,,,,,
匡信企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/12yh3w9c,,,Quickey_快記,,,,,,,,,,
正祥金屬工程行,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bnntc,,,Quickey_快記,,,,,,,,,,
興展有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bnfdw,,,Quickey_快記,,,,,,,,,,
德旺金屬雷射有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bnavw,,,Quickey_快記,,,,,,,,,,
上力科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/cx6h4vc,,,Quickey_快記,,,,,,,,,,
琨豐機械翔業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/afkccyw,,,Quickey_快記,,,,,,,,,,
忠光熱處理股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bj3g1,,,Quickey_快記,,,,,,,,,,
宇羿科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blore,,,Quickey_快記,,,,,,,,,,
新城藥品股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl9gg,,,Quickey_快記,,,,,,,,,,
上揚精密工業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkwvy,,,Quickey_快記,,,,,,,,,,
昌展興業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl8os,,,Quickey_快記,,,,,,,,,,
明裕陶瓷廠有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmwac,,,Quickey_快記,,,,,,,,,,
常普股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmw8t,,,Quickey_快記,,,,,,,,,,
金日品不銹鋼股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/13ppp1b4,,,Quickey_快記,,,,,,,,,,
屏一精工股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/a7t4d20,,,Quickey_快記,,,,,,,,,,
利友科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/css1vqo,,,Quickey_快記,,,,,,,,,,
森泉食品工業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/uh905p4,,,Quickey_快記,,,,,,,,,,
登煬精密企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/d4mcw0w,,,Quickey_快記,,,,,,,,,,
品星有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bm2oj,,,Quickey_快記,,,,,,,,,,
國際制動來令有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blr7v,,,Quickey_快記,,,,,,,,,,
鴻森智能科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blyr2,,,Quickey_快記,,,,,,,,,,
優群貿易股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/5xt1xy0,,,Quickey_快記,,,,,,,,,,
合隆昇企業社,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjem9,,,Quickey_快記,,,,,,,,,,
五福化學製藥股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/jbshgf4,,,Quickey_快記,,,,,,,,,,
上永金屬工業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/aajfl3c,,,Quickey_快記,,,,,,,,,,
concert_康森事業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/cqbxzgw,,,Quickey_快記,,,,,,,,,,
泓達模型科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl3oy,,,Quickey_快記,,,,,,,,,,
台灣凱優動態有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjefv,,,Quickey_快記,,,,,,,,,,
大未來機電股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7njluyg,,,Quickey_快記,,,,,,,,,,
艾普材料股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bj2qy,,,Quickey_快記,,,,,,,,,,
台瑋股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/ab0h3ig,,,Quickey_快記,,,,,,,,,,
生物鎵科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/wjhbh54,,,Quickey_快記,,,,,,,,,,
康德克企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/22crbh4,,,Quickey_快記,,,,,,,,,,
寰儒科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bm8gs,,,Quickey_快記,,,,,,,,,,
示福工程有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmt84,,,Quickey_快記,,,,,,,,,,
鉞泰精密股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bk4ur,,,Quickey_快記,,,,,,,,,,
龍贊企業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/12qodis8,,,Quickey_快記,,,,,,,,,,
愛民衛材股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/12v3lbow,,,Quickey_快記,,,,,,,,,,
威愷系統科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl26r,,,Quickey_快記,,,,,,,,,,
美神契約Cozy Venus_匯聚升國際企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/b8lef9c,,,Quickey_快記,,,,,,,,,,
釧鋐雷射工業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkxng,,,Quickey_快記,,,,,,,,,,
迪晟工業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/a5l27c8,,,Quickey_快記,,,,,,,,,,
裕豐龍鋼鐵有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/18i1ntl4,,,Quickey_快記,,,,,,,,,,
髮利國際貿易有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/wez6bso,,,Quickey_快記,,,,,,,,,,
九谷國際科技實業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blboy,,,Quickey_快記,,,,,,,,,,
元吉企業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bistu,,,Quickey_快記,,,,,,,,,,
科建鋁船股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bi6lk,,,Quickey_快記,,,,,,,,,,
仙知味食品股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/10rxmgi8,,,Quickey_快記,,,,,,,,,,
呈鈞有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/oh6lbxs,,,Quickey_快記,,,,,,,,,,
興和實業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/eadgijk,,,Quickey_快記,,,,,,,,,,
複成企業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/253muzs,,,Quickey_快記,,,,,,,,,,
勵國重機有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bi9p8,,,Quickey_快記,,,,,,,,,,
騰鐽股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7lrahk8,,,Quickey_快記,,,,,,,,,,
明錠企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/11pjnxgw,,,Quickey_快記,,,,,,,,,,
翔欽科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmw02,,,Quickey_快記,,,,,,,,,,
富丞工業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmw2m,,,Quickey_快記,,,,,,,,,,
貫甦有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bnrt0,,,Quickey_快記,,,,,,,,,,
天晟海事有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkwch,,,Quickey_快記,,,,,,,,,,
台灣達孚股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/5rek3q0,,,Quickey_快記,,,,,,,,,,
輝榮企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/a7w9bew,,,Quickey_快記,,,,,,,,,,
盟鈦精密有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blhti,,,Quickey_快記,,,,,,,,,,
貫宇有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bman0,,,Quickey_快記,,,,,,,,,,
益捷科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blxsh,,,Quickey_快記,,,,,,,,,,
昇海工業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/ckcw8jc,,,Quickey_快記,,,,,,,,,,
台灣華爾多科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/18mvztjk,,,Quickey_快記,,,,,,,,,,
昌鎂企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmw1f,,,Quickey_快記,,,,,,,,,,
萬泰水塔股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/12uiy4ag,,,Quickey_快記,,,,,,,,,,
汎茂科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7lsra0w,,,Quickey_快記,,,,,,,,,,
極品莊園咖啡股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjtgn,,,Quickey_快記,,,,,,,,,,
昱珅實業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7rwwr5k,,,Quickey_快記,,,,,,,,,,
吉新能源科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blnpl,,,Quickey_快記,,,,,,,,,,
松禾木實業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bk3fi,,,Quickey_快記,,,,,,,,,,
油慶工業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bky00,,,Quickey_快記,,,,,,,,,,
台灣丸善股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/azr3olk,,,Quickey_快記,,,,,,,,,,
台灣三菱鉛筆股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7jw844g,,,Quickey_快記,,,,,,,,,,
松品科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/b561700,,,Quickey_快記,,,,,,,,,,
台灣托佑國際有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjaix,,,Quickey_快記,,,,,,,,,,
糸之糸有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkl4z,,,Quickey_快記,,,,,,,,,,
華洋科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/a9owr80,,,Quickey_快記,,,,,,,,,,
順哲工程行,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6biutz,,,Quickey_快記,,,,,,,,,,
米馬克企業社,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bk5zk,,,Quickey_快記,,,,,,,,,,
益禧生醫股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bm3je,,,Quickey_快記,,,,,,,,,,
威爾宣國際事業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/oeq30dk,,,Quickey_快記,,,,,,,,,,
生華紙器股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/22bcbts,,,Quickey_快記,,,,,,,,,,
家煒機械工業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/a8th2hc,,,Quickey_快記,,,,,,,,,,
誌滿興業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmdpi,,,Quickey_快記,,,,,,,,,,
上易服裝開發有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/giswa74,,,Quickey_快記,,,,,,,,,,
長紘精密工業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/cjmwy0g,,,Quickey_快記,,,,,,,,,,
富碇實業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bizvt,,,Quickey_快記,,,,,,,,,,
連豪科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bix6j,,,Quickey_快記,,,,,,,,,,
聚鴻塑膠股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/13ju1uew,,,Quickey_快記,,,,,,,,,,
合滿企業社,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bj5ey,,,Quickey_快記,,,,,,,,,,
銀麥企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blwv3,,,Quickey_快記,,,,,,,,,,
大磊自動控制有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bifem,,,Quickey_快記,,,,,,,,,,
宗建實業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bicey,,,Quickey_快記,,,,,,,,,,
強宇興業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkv2w,,,Quickey_快記,,,,,,,,,,
新宇精密股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bijre,,,Quickey_快記,,,,,,,,,,
泓柏機械有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6birxh,,,Quickey_快記,,,,,,,,,,
小松環保股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/18ixtw68,,,Quickey_快記,,,,,,,,,,
秉冠系統櫥櫃有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkxg4,,,Quickey_快記,,,,,,,,,,
健榮實業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/gma0dko,,,Quickey_快記,,,,,,,,,,
立毓紙器股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/a55sr8w,,,Quickey_快記,,,,,,,,,,
潤泉國際企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6blcjs,,,Quickey_快記,,,,,,,,,,
佳能彈簧股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/ghciiuo,,,Quickey_快記,,,,,,,,,,
瑞聯興業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/9mtb4nc,,,Quickey_快記,,,,,,,,,,
國琩生化科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7iyvk7s,,,Quickey_快記,,,,,,,,,,
超穎企業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bj8d5,,,Quickey_快記,,,,,,,,,,
金京采食品企業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bm7h6,,,Quickey_快記,,,,,,,,,,
恆春氣體投資股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjiq6,,,Quickey_快記,,,,,,,,,,
宜進實業股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/3iu4j2o,,,Quickey_快記,,,,,,,,,,
阿多瑪生化科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bi96c,,,Quickey_快記,,,,,,,,,,
詠燦實業有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/159deb5c,,,Quickey_快記,,,,,,,,,,
達邡化工有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/9jngvm0,,,Quickey_快記,,,,,,,,,,
湘溢國際有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjpvd,,,Quickey_快記,,,,,,,,,,
麥登有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/xm7281c,,,Quickey_快記,,,,,,,,,,
立展農業科技股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmvxm,,,Quickey_快記,,,,,,,,,,
秦鈺有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjq8e,,,Quickey_快記,,,,,,,,,,
灴鎰精密科技有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bl7x3,,,Quickey_快記,,,,,,,,,,
橋智自動化股份有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bjh37,,,Quickey_快記,,,,,,,,,,
納屋烘焙坊,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bmvud,,,Quickey_快記,,,,,,,,,,
廣佑鋼鐵有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/1a2x6bkcvc,,,Quickey_快記,,,,,,,,,,
人太金屬有限公司,,,一般製造業,10-29人,,官方,https://www.104.com.tw/company/7desbuw,,,Quickey_快記,,,,,,,,,,
